drugbank-id,organism
APRD01011,"Dermatophytic fungi including Trichophyton, Microsporum and Epidermophyton"
APRD00549,Humans and other mammals
DB08518,Humans and other mammals
APRD00420,Humans and other mammals
APRD00170,Humans and other mammals
APRD00214,Proteus vulgaris
APRD01246,Humans and other mammals
APRD00969,Humans and other mammals
APRD01009,Humans and other mammals
APRD00726,Humans and other mammals
APRD00886,Gram-negative bacilli
APRD00113,Humans and other mammals
APRD00735,Humans and other mammals
APRD00121,Humans and other mammals
APRD00522,Humans and other mammals
APRD01031,Humans and other mammals
APRD00287,Humans and other mammals
APRD00725,Humans and other mammals
DB01693,"Hepatitis C virus, RSV and other RNA/DNA viruses"
DB08343,Humans and other mammals
DB05564,Humans and other mammals
APRD00529,Humans and other mammals
APRD01606,Humans and other mammals
APRD00210,Humans and other mammals
APRD00369,Enteric bacteria and other eubacteria
DB05893,Humans and other mammals
EXPT00604,Humans and other mammals
APRD00071,Humans and other mammals
APRD00849,Humans and other mammals
APRD00767,Humans and other mammals
APRD00760,Humans and other mammals
APRD00273,Humans and other mammals
APRD01604,Humans and other mammals
APRD01136,Various Fungus Species
APRD00873,Enteric bacteria and other eubacteria
APRD00987,Enteric bacteria and other eubacteria
DB07699,Humans and other mammals
APRD00262,Humans and other mammals
DB08616,Humans and other mammals
APRD00496,Humans and other mammals
APRD00243,Enteric bacteria and other eubacteria
APRD00432,Humans and other mammals
APRD00832,Humans and other mammals
APRD00275,Humans and other mammals
APRD00072,Humans and other mammals
APRD00877,Humans and other mammals
APRD01267,Humans and other mammals
APRD01023,Humans and other mammals
APRD00122,Humans and other mammals
APRD01152,Humans and other mammals
APRD00039,Humans and other mammals
APRD01132,Humans and other mammals
APRD00278,Mycobacterium leprae
APRD00982,Humans and other mammals
APRD00896,Humans and other mammals
APRD01067,Humans and other mammals
APRD00047,Humans and other mammals
APRD00429,Humans and other mammals
APRD00331,Humans and other mammals
APRD00634,Humans and other mammals
APRD00557,Humans and other mammals
APRD00764,Humans and other mammals
DB05277,Humans and other mammals
APRD00867,Humans and other mammals
APRD00508,Fungi
APRD00938,Humans and other mammals
APRD01171,Humans and other mammals
APRD00197,Humans and other mammals
DB06895,Humans and other mammals
APRD00699,Humans and other mammals
APRD00254,Humans and other mammals
EXPT01437,Humans and other mammals
APRD00759,Humans and other mammals
APRD00736,Humans and other mammals
APRD00541,Humans and other mammals
APRD00629,Humans and other mammals
DB04507,Humans and other mammals
APRD00230,Humans and other mammals
APRD00589,Humans and other mammals
APRD01302,Humans and other mammals
APRD01078,Humans and other mammals
APRD01005,Humans and other mammals
APRD00388,Humans and other mammals
APRD00950,Humans and other mammals
DB02439,Humans and other mammals
APRD00545,Bacteria
APRD00226,Human Immunodeficiency Virus
APRD00721,Humans and other mammals
APRD00523,Humans and other mammals
APRD00880,Humans and other mammals
APRD00455,Humans and other mammals
DB02782,Humans and other mammals
APRD00394,Humans and other mammals
APRD00443,Humans and other mammals
APRD00294,Humans and other mammals
APRD00249,Humans and other mammals
APRD01002,Humans and other mammals
APRD00917,Humans and other mammals
APRD00491,Humans and other mammals
APRD00817,Humans and other mammals
APRD01053,Humans and other mammals
APRD00640,Humans and other mammals
APRD00822,Humans and other mammals
APRD01220,Humans and other mammals
APRD00313,Humans and other mammals
APRD00738,Humans and other mammals
APRD01216,Humans and other mammals
DB02392,Human Immunodeficiency Virus
APRD00827,Humans and other mammals
APRD00713,Humans and other mammals
APRD00251,Humans and other mammals
APRD00481,Humans and other mammals
DB06863,Humans and other mammals
APRD00344,Humans and other mammals
APRD00080,Humans and other mammals
APRD00136,Humans and other mammals
APRD00004,Humans and other mammals
APRD01165,Humans and other mammals
APRD01260,"Trichomonas vaginalis, Giardia duodenalis, and Entamoeba histolytica"
APRD00439,Humans and other mammals
APRD00741,Humans and other mammals
APRD00511,Humans and other mammals
APRD00787,Various viruses
APRD00631,Peptoclostridium difficile
APRD00927,Humans and other mammals
APRD00169,Humans and other mammals
APRD01232,Enteric bacteria and other eubacteria
APRD01061,Humans and other mammals
APRD00670,Humans and other mammals
APRD01296,Humans and other mammals
APRD00853,Enteric bacteria and other eubacteria
APRD00213,Humans and other mammals
APRD00651,Humans and other mammals
APRD00966,Humans and other mammals
APRD00296,Humans and other mammals
APRD00809,Humans and other mammals
DB05379,Humans and other mammals
APRD00883,Humans and other mammals
APRD00137,Enteric bacteria and other eubacteria
APRD01306,Human Immunodeficiency Virus
APRD00610,Humans and other mammals
APRD00747,Humans and other mammals
APRD01158,Humans and other mammals
DB01398,Humans and other mammals
APRD00919,Humans and other mammals
APRD00277,Humans and other mammals
APRD01090,Humans and other mammals
APRD00751,Humans and other mammals
APRD01013,Humans and other mammals
APRD00731,Humans and other mammals
APRD00562,Human Immunodeficiency Virus
APRD00905,Humans and other mammals
EXPT00475,Humans and other mammals
APRD00228,Humans and other mammals
APRD00654,Humans and other mammals
APRD01113,Enteric bacteria and other eubacteria
APRD00505,Humans and other mammals
APRD00349,Humans and other mammals
EXPT01940,Mycobacterium tuberculosis
APRD00220,Humans and other mammals
APRD00008,Humans and other mammals
APRD00931,Enteric bacteria and other eubacteria
APRD00232,Enteric bacteria and other eubacteria
DB09475,Humans and other mammals
APRD00569,Humans and other mammals
APRD00466,Humans and other mammals
APRD00342,Humans and other mammals
APRD00678,Humans and other mammals
APRD01094,Humans and other mammals
APRD00411,Humans and other mammals
APRD00831,Humans and other mammals
APRD00012,Humans and other mammals
APRD00960,Humans and other mammals
APRD01247,Humans and other mammals
APRD00324,Humans and other mammals
APRD01106,Humans and other mammals
APRD00580,Humans and other mammals
APRD00124,Humans and other mammals
APRD01323,Bacteria
APRD00813,Humans and other mammals
APRD00619,Humans and other mammals
APRD01327,Humans and other mammals
APRD00360,Humans and other mammals
APRD00483,Enteric bacteria and other eubacteria
APRD00691,Humans and other mammals
APRD01076,Enteric bacteria and other eubacteria
APRD00893,Humans and other mammals
APRD01213,Humans and other mammals
APRD00406,Humans and other mammals
APRD00140,Humans and other mammals
APRD00641,Humans and other mammals
APRD00134,Humans and other mammals
APRD00924,Humans and other mammals
DB06583,Humans and other mammals
APRD00499,Humans and other mammals
APRD00085,Humans and other mammals
APRD00321,Humans and other mammals
APRD00144,Humans and other mammals
APRD00030,Humans and other mammals
APRD01105,Humans and other mammals
APRD00811,Humans and other mammals
APRD00013,Enterobacter
APRD00808,Humans and other mammals
APRD00015,Humans and other mammals
DB05847,Humans and other mammals
APRD00270,Humans and other mammals
APRD00092,Humans and other mammals
APRD00892,Haemophilus influenzae
APRD00553,Humans and other mammals
APRD00110,Humans and other mammals
APRD00336,Humans and other mammals
EXPT01540,Human Herpes Virus
APRD00023,Humans and other mammals
APRD01066,Humans and other mammals
APRD01262,Yeast and other fungi
APRD00664,Humans and other mammals
DB05335,Humans and other mammals
APRD00944,Humans and other mammals
EXPT02271,Humans and other mammals
APRD00872,Humans and other mammals
APRD00876,Humans and other mammals
APRD00141,Humans and other mammals
APRD00076,Escherichia coli
APRD00233,Humans and other mammals
APRD00547,Enteric bacteria and other eubacteria
APRD00075,Humans and other mammals
APRD00051,Humans and other mammals
APRD00528,Humans and other mammals
APRD00031,Humans and other mammals
DB09528,Humans and other mammals
APRD00374,Humans and other mammals
EXPT02208,Humans and other mammals
APRD00795,Humans and other mammals
APRD00401,Fungi
APRD00744,Humans and other mammals
APRD00413,Humans and other mammals
APRD00687,Humans and other mammals
APRD00959,Humans and other mammals
APRD00167,Humans and other mammals
APRD01096,Humans and other mammals
APRD00703,Bacteria
APRD00509,Humans and other mammals
APRD00146,Humans and other mammals
APRD00525,Humans and other mammals
APRD00848,Humans and other mammals
DB09545,Humans and other mammals
APRD01024,"Yeast, Molds, Trypanosomes"
APRD01251,Humans and other mammals
APRD00118,Humans and other mammals
APRD00221,Humans and other mammals
APRD00996, Chlamydia psittaci
EXPT02777,Various gram-negative and gram-positive eubacteria
APRD01298,Humans and other mammals
APRD00978,Humans and other mammals
APRD00216,Human Immunodeficiency Virus
DB01287,Humans and other mammals
APRD00372,Humans and other mammals
APRD00694,Enteric bacteria and other eubacteria
DB11612,Staphylococcus epidermidis
APRD00421,Humans and other mammals
APRD00647,Humans and other mammals
APRD01266,Humans and other mammals
APRD00942,Humans and other mammals
APRD00469,Enteric bacteria and other eubacteria
APRD00248, Chlamydia psittaci
APRD00814,Enteric bacteria and other eubacteria
APRD00427,Humans and other mammals
APRD00462,Humans and other mammals
APRD00182,Humans and other mammals
DB08189,Humans and other mammals
APRD00850,Enteric bacteria and other eubacteria
APRD00436,Humans and other mammals
APRD00054,Humans and other mammals
APRD00601,Humans and other mammals
APRD00143,Humans and other mammals
APRD00386,Humans and other mammals
APRD00804,Human Immunodeficiency Virus
APRD00594,Humans and other mammals
APRD00107,Humans and other mammals
DB06975,Humans and other mammals
APRD00055,Humans and other mammals
APRD00964,Humans and other mammals
APRD00909,Humans and other mammals
APRD00096,Humans and other mammals
APRD00282,Humans and other mammals
APRD00366,Humans and other mammals
APRD00412,Enterococcus faecalis
APRD00255,Humans and other mammals
APRD00946,Humans and other mammals
APRD00382,Humans and other mammals
APRD00539,Humans and other mammals
APRD00604,Plasmodium
APRD01027,Humans and other mammals
APRD00906,Humans and other mammals
APRD00038,Humans and other mammals
APRD00833,Fungi
APRD00135,Humans and other mammals
EXPT01231,Humans and other mammals
APRD00117,Humans and other mammals
APRD00346,Humans and other mammals
APRD01150,Schistosoma mansoni
APRD00205,Humans and other mammals
APRD00546,Humans and other mammals
APRD00299,Yeast and other fungi
APRD00218,Humans and other mammals
APRD00203,Humans and other mammals
APRD00802,Humans and other mammals
APRD00317,Parasitic protozoa and helminths
DB08567,Humans and other mammals
APRD00456,Humans and other mammals
APRD01069,Humans and other mammals
APRD00734,Humans and other mammals
APRD01276,Humans and other mammals
APRD00056,Humans and other mammals
APRD01115,"Fungi, yeast and protozoans"
APRD00885,Gram-negative bacilli
APRD00285,Enteric bacteria and other eubacteria
DB07725,Humans and other mammals
DB09440,Humans and other mammals
APRD00590,Humans and other mammals
APRD00044,Humans and other mammals
APRD00805,Plasmodium
APRD00288,Humans and other mammals
APRD00914,Humans and other mammals
APRD00460,Humans and other mammals
APRD00089,Humans and other mammals
APRD00771,Humans and other mammals
APRD00535,Enteric bacteria and other eubacteria
APRD00267,Humans and other mammals
APRD00799,Humans and other mammals
APRD00385,Humans and other mammals
APRD00943,Yeast and other fungi
DB06284,Humans and other mammals
APRD01212,Humans and other mammals
APRD01197,Humans and other mammals
APRD00188,Plasmodium
APRD00653,Humans and other mammals
APRD01259,Humans and other mammals
APRD00709,Humans and other mammals
DB01334,Humans and other mammals
APRD00091,Humans and other mammals
DB06085,Enteric bacteria and other eubacteria
APRD00620,Humans and other mammals
APRD00860,Enteric bacteria and other eubacteria
APRD00196,Enteric bacteria and other eubacteria
APRD01114,"Aspergillis, Candida and other fungi"
APRD00398,Humans and other mammals
APRD00021,Humans and other mammals
DB07948,Humans and other mammals
APRD00704,Enteric bacteria and other eubacteria
APRD00719,Humans and other mammals
EXPT01068,Enteric bacteria and other eubacteria
APRD00972,Humans and other mammals
APRD00402,Humans and other mammals
APRD00461,Enteric bacteria and other eubacteria
DB07682,Humans and other mammals
APRD00843,Various Fungus Species
APRD00305,Yeast and other fungi
APRD00154,Humans and other mammals
APRD00053,Enteric bacteria and other eubacteria
APRD00621,Humans and other mammals
APRD00268,Bacteria and protozoa
APRD00830,Humans and other mammals
DB02330,Humans and other mammals
APRD00926,Humans and other mammals
APRD00404,Humans and other mammals
APRD00667,Humans and other mammals
APRD00789,Proteus mirabilis
APRD00840,Humans and other mammals
APRD00502,Enteric bacteria and other eubacteria
APRD00155,Humans and other mammals
APRD00040,"Fungi, yeast and protozoans"
APRD00695,Humans and other mammals
APRD00171,Humans and other mammals
APRD01007,Humans and other mammals
APRD00603,Humans and other mammals
APRD00026,Enteric bacteria and other eubacteria
APRD00097,Humans and other mammals
APRD00184,Humans and other mammals
APRD00683,Humans and other mammals
APRD00061,Humans and other mammals
APRD00126,Bacteria
APRD00865,Humans and other mammals
DB08417,Condyloma acuminatum
APRD00112,Humans and other mammals
APRD00007,Humans and other mammals
APRD00261,Humans and other mammals
APRD00025,Humans and other mammals
APRD00418,Humans and other mammals
APRD00981,Humans and other mammals
APRD00663,Humans and other mammals
DB13498,Humans and other mammals
APRD00871,Yeast and other fungi
APRD00907,Humans and other mammals
APRD00566,Enteric bacteria and other eubacteria
APRD00648,Humans and other mammals
APRD00158,Humans and other mammals
APRD00772,Humans and other mammals
APRD00475,Humans and other mammals
APRD00129,Humans and other mammals
APRD00625,Humans and other mammals
APRD00164,Humans and other mammals
APRD00356,Humans and other mammals
APRD00176,Humans and other mammals
APRD00622,Humans and other mammals
APRD01217,Mycobacterium
APRD01068,Humans and other mammals
APRD00301,Humans and other mammals
APRD00371,Humans and other mammals
APRD00974,Humans and other mammals
APRD00292,Humans and other mammals
APRD00271,Humans and other mammals
APRD01231,Enteric bacteria and other eubacteria
APRD00912,Humans and other mammals
APRD00165,Humans and other mammals
APRD00181,Mycobacterium avium
APRD00395,Salmonella typhi
APRD00985,Humans and other mammals
APRD00668,Humans and other mammals
APRD00955,Humans and other mammals
DB07774,Humans and other mammals
APRD00016,Humans and other mammals
APRD00419,Plasmodium
APRD00901,Humans and other mammals
APRD01218,Enteric bacteria and other eubacteria
APRD00493,Humans and other mammals
APRD00442,Humans and other mammals
APRD00329,Humans and other mammals
APRD00675,Humans and other mammals
APRD00068,Humans and other mammals
APRD01119,Humans and other mammals
APRD00745,Humans and other mammals
APRD00613,Humans and other mammals
DB05526,Humans and other mammals
APRD01169,Humans and other mammals
APRD00929,Humans and other mammals
APRD00623,Human Immunodeficiency Virus
APRD00665,Humans and other mammals
APRD00674,Humans and other mammals
EXPT01107,Humans and other mammals
APRD00219,Humans and other mammals
APRD00710,Humans and other mammals
APRD00638,Humans and other mammals
APRD00718,Humans and other mammals
APRD00949,Humans and other mammals
APRD00293,Humans and other mammals
DB07600,Humans and other mammals
APRD00866,Humans and other mammals
APRD00727,Humans and other mammals
APRD00696,Humans and other mammals
APRD00258,Humans and other mammals
APRD00701,Humans and other mammals
APRD00932,Humans and other mammals
DB01249,Humans and other mammals
DB01250,Humans and other mammals
DB01251,Humans and other mammals
DB01253,Humans and other mammals
DB01254,Humans and other mammals
DB01255,Humans and other mammals
DB01256,Bacteria
DB01257,Humans and other mammals
DB02584,Humans and other mammals
DB01260,Humans and other mammals
DB07214,Humans and other mammals
DB01262,Humans and other mammals
DB01263,"Aspergillis, Candida and other fungi"
EXPT00002,Human Immunodeficiency Virus
DB01265,Hepatitis B virus
DB01266,Humans and other mammals
DB01267,Humans and other mammals
DB07417,Humans and other mammals
DB01269,Humans and other mammals
DB01270,Humans and other mammals
DB01271,Humans and other mammals
DB01272,Humans and other mammals
DB01273,Humans and other mammals
DB01274,Humans and other mammals
DB01275,Humans and other mammals
DB01276,Humans and other mammals
DB01277,Humans and other mammals
DB01278,Humans and other mammals
DB01279,Humans and other mammals
DB01280,Humans and other mammals
DB01281,Humans and other mammals
DB01282,Humans and other mammals
DB01283,Humans and other mammals
DB01284,Humans and other mammals
DB09547,Humans and other mammals
DB01288,Humans and other mammals
DB01291,Humans and other mammals
DB01295,Humans and other mammals
EXPT01563,Humans and other mammals
DB01298,Bacteria
DB01303,Humans and other mammals
DB01306,Humans and other mammals
DB01307,Humans and other mammals
DB01309,Humans and other mammals
DB01319,Human Immunodeficiency Virus
DB01320,Humans and other mammals
DB01321,Enteric bacteria and other eubacteria
DB01324,Humans and other mammals
DB01325,Humans and other mammals
DB01326,Enteric bacteria and other eubacteria
DB01327,Enteric bacteria and other eubacteria
DB01328,Enteric bacteria and other eubacteria
DB01329,Enteric bacteria and other eubacteria
DB01330,Enteric bacteria and other eubacteria
EXPT00897,Enteric bacteria and other eubacteria
DB01332,Enteric bacteria and other eubacteria
DB01337,Humans and other mammals
DB01338,Humans and other mammals
DB01342,Humans and other mammals
DB06658,Humans and other mammals
DB01347,Humans and other mammals
DB01348,Humans and other mammals
DB01353,Humans and other mammals
DB01354,Humans and other mammals
EXPT03301,Humans and other mammals
DB01359,Humans and other mammals
DB01362,Humans and other mammals
DB01363,Humans and other mammals
DB01365,Humans and other mammals
DB01366,Humans and other mammals
EXPT02758,Humans and other mammals
DB01369,Enterococcus faecalis
DB01373,Humans and other mammals
DB01380,Humans and other mammals
DB01382,Humans and other mammals
DB01384,Humans and other mammals
DB01388,Humans and other mammals
DB01390,Humans and other mammals
DB01392,Humans and other mammals
DB08380,Humans and other mammals
DB01394,Humans and other mammals
DB01395,Humans and other mammals
DB01396,Humans and other mammals
DB01399,Humans and other mammals
DB01400,Humans and other mammals
DB01403,Humans and other mammals
DB01405,Enteric bacteria and other eubacteria
DB01406,Humans and other mammals
DB01407,Humans and other mammals
DB01408,Humans and other mammals
DB01409,Humans and other mammals
DB01410,Humans and other mammals
DB01411,Humans and other mammals
DB01413,Enteric bacteria and other eubacteria
DB01414,Enteric bacteria and other eubacteria
DB01415,Enteric bacteria and other eubacteria
DB01416,Enteric bacteria and other eubacteria
DB01418,Humans and other mammals
DBSALT001032,Humans and other mammals
DB01421,Enteric bacteria and other eubacteria
DB01423,Humans and other mammals
DB01424,Humans and other mammals
DB01426,Humans and other mammals
DB01427,Humans and other mammals
DB01428,Humans and other mammals
DB01430,Humans and other mammals
DB01432,Humans and other mammals
DB01433,Humans and other mammals
DB01434,Humans and other mammals
DB01435,Humans and other mammals
DB01436,Humans and other mammals
DB01437,Humans and other mammals
DB01438,Humans and other mammals
DB01439,Humans and other mammals
DB01440,Humans and other mammals
DB01441,Humans and other mammals
DB01442,Humans and other mammals
DB01443,Humans and other mammals
DB01444,Humans and other mammals
DB01445,Humans and other mammals
DB01452,Humans and other mammals
DB01463,Humans and other mammals
DB01466,Humans and other mammals
DB01481,Humans and other mammals
DB01486,Humans and other mammals
DB01497,Humans and other mammals
DB01515,Humans and other mammals
DB01520,Humans and other mammals
DB01541,Humans and other mammals
DB01544,Humans and other mammals
DB01549,Humans and other mammals
DB01558,Humans and other mammals
DB01559,Humans and other mammals
DB01560,Humans and other mammals
DB01562,Humans and other mammals
DB01564,Humans and other mammals
DB01567,Humans and other mammals
DB01571,Humans and other mammals
DB01576,Humans and other mammals
DB01577,Humans and other mammals
DB01578,Humans and other mammals
DB01579,Humans and other mammals
DB01580,Humans and other mammals
DB01583,Humans and other mammals
DB01586,Humans and other mammals
DB01588,Humans and other mammals
DB01589,Humans and other mammals
DB01590,Humans and other mammals
APRD00168,Humans and other mammals
DB01592,Humans and other mammals
DB01593,Humans and other mammals
DB01594,Humans and other mammals
DB01595,Humans and other mammals
EXPT00918,Humans and other mammals
DB01598,Enteric bacteria and other eubacteria
DB01599,Humans and other mammals
DB01600,Humans and other mammals
EXPT00388,Human Immunodeficiency Virus
DB01602,Enteric bacteria and other eubacteria
DB01603,Staphylococcus epidermidis
DB01604,Enteric bacteria and other eubacteria
DB01605,Enteric bacteria and other eubacteria
EXPT03012,Enteric bacteria and other eubacteria
DB01607,Enteric bacteria and other eubacteria
DB01608,Humans and other mammals
DB01609,Humans and other mammals
DB01610,Human Herpes Virus
DB01611,Plasmodium
DB01612,Humans and other mammals
DB01613,Humans and other mammals
DB01614,Humans and other mammals
DB01615,Humans and other mammals
DB01616,Humans and other mammals
DB01618,Humans and other mammals
DB01619,Humans and other mammals
DB01620,Humans and other mammals
DB01621,Humans and other mammals
DB01622,Humans and other mammals
DB01623,Humans and other mammals
DB08920,Humans and other mammals
DB01625,Humans and other mammals
DB01626,Humans and other mammals
DB01627,Enteric bacteria and other eubacteria
DB07166,Humans and other mammals
DB09391,Humans and other mammals
EXPT01582,Parasitic nematodes and other roundworms
EXPT02802,Humans and other mammals
EXPT00097,Humans and other mammals
EXPT03225,Bacteria
EXPT00280,Humans and other mammals
EXPT01101,Humans and other mammals
EXPT02824,Humans and other mammals
DB06593,Humans and other mammals
EXPT01246,Enterococcus faecalis
EXPT02501,Humans and other mammals
EXPT02600,Humans and other mammals
DB11103,Humans and other mammals
EXPT03240,Humans and other mammals
EXPT01355,Humans and other mammals
EXPT02131,Humans and other mammals
DB04402,Humans and other mammals
EXPT01362,Humans and other mammals
EXPT03082,Humans and other mammals
EXPT00959,Humans and other mammals
EXPT02902,Humans and other mammals
EXPT03310,Humans and other mammals
EXPT01507,Enteric bacteria and other eubacteria
EXPT02968,Humans and other mammals
EXPT03128,Humans and other mammals
EXPT01199,Humans and other mammals
EXPT01780,Humans and other mammals
EXPT02561,Clostridium perfringens
EXPT02741,Humans and other mammals
EXPT01349,Humans and other mammals
EXPT00247,Humans and other mammals
EXPT01391,Humans and other mammals
DB04184,Bacteria
EXPT00250,Mycobacterium
EXPT02965,Humans and other mammals
EXPT01917,Humans and other mammals
EXPT00901,Humans and other mammals
EXPT01794,Humans and other mammals
EXPT00673,Humans and other mammals
EXPT01576,Humans and other mammals
EXPT03299,Humans and other mammals
EXPT03307,Humans and other mammals
EXPT02786,Enteric bacteria and other eubacteria
DB07690,Humans and other mammals
EXPT02641,Humans and other mammals
DB08243,Humans and other mammals
EXPT00969,Humans and other mammals
EXPT00627,Humans and other mammals
EXPT00847,Enteric bacteria and other eubacteria
DB11615,Peptostreptococcus
EXPT01322,Humans and other mammals
EXPT00922,Humans and other mammals
EXPT02378,Humans and other mammals
DB02476,Humans and other mammals
EXPT02425,Humans and other mammals
EXPT02331,Humans and other mammals
DB04572,Humans and other mammals
DB05375,Humans and other mammals
DB04574,Humans and other mammals
DB04575,Humans and other mammals
DB04577,Humans and other mammals
DB04581,Humans and other mammals
DB04599,Humans and other mammals
DB04620,Humans and other mammals
DB04626,Enteric bacteria and other eubacteria
DB04630,Humans and other mammals
DB04633,Humans and other mammals
DB04660,Humans and other mammals
DB04690,Humans and other mammals
DB04711,Humans and other mammals
DB04725,Humans and other mammals
DB04738,Humans and other mammals
DB04743,Humans and other mammals
DB04785,Enteric bacteria and other eubacteria
DB04786,"Yeast, Molds, Trypanosomes"
DB04794,Fungi
DB04795,Humans and other mammals
DB04805,Humans and other mammals
DB04812,Humans and other mammals
DB04817,Humans and other mammals
DB04818,Humans and other mammals
DB04819,Humans and other mammals
DB04820,Humans and other mammals
DB04821,Humans and other mammals
DB04822,Humans and other mammals
DB04824,Humans and other mammals
DB04825,Humans and other mammals
DB04827,Humans and other mammals
DB04828,Humans and other mammals
DB04829,Humans and other mammals
DB04830,Humans and other mammals
DB04831,Humans and other mammals
DB04832,Humans and other mammals
DB04833,Humans and other mammals
DB04834,Humans and other mammals
DB04835,Human Immunodeficiency Virus
DB04836,Humans and other mammals
DB04837,Humans and other mammals
DB04838,Humans and other mammals
DB04839,Humans and other mammals
DB04840,Humans and other mammals
DB04841,Humans and other mammals
DB04842,Humans and other mammals
DB04843,Humans and other mammals
DB04844,Humans and other mammals
DB04846,Humans and other mammals
DB04847,Humans and other mammals
DB04848,Humans and other mammals
DB12033,Humans and other mammals
DB09032,Gram-positive Bacteria
DB04851,Humans and other mammals
DB04852,Humans and other mammals
DB03786,Humans and other mammals
DB04855,Humans and other mammals
DB04856,Humans and other mammals
DB04857,Humans and other mammals
DB04858,Humans and other mammals
DB04859,Humans and other mammals
DB04860,"Hepatitis C virus, RSV and other RNA/DNA viruses"
DB04861,Humans and other mammals
DB04862,"Hepatitis C virus, RSV and other RNA/DNA viruses"
DB04863,Humans and other mammals
DB01928,Humans and other mammals
DB04865,Humans and other mammals
DB04866,Protozoa
DB04867,Humans and other mammals
DB04868,Humans and other mammals
DB04869,Humans and other mammals
DB04870,Humans and other mammals
DB04871,Humans and other mammals
DB04872,Humans and other mammals
DB04873,Humans and other mammals
DB04874,Humans and other mammals
DB04875,Humans and other mammals
DB04876,Humans and other mammals
DB04877,Plasmodium
DB04878,Humans and other mammals
DB04879,Humans and other mammals
DB04880,Humans and other mammals
DB04881,Humans and other mammals
DB04882,Humans and other mammals
DB04883,Humans and other mammals
DB04884,Humans and other mammals
DB04885,Humans and other mammals
DB04886,Human Immunodeficiency Virus
DB04887,Human Immunodeficiency Virus
DB04888,Humans and other mammals
